"vehicleid","Brand","Model","Year","N_view","N_offer","Seller_Type","Ask_Price","Sale_Price","Target"
532392,"Renault","Megane",2021,42,11,"RAC",9e+05,873200,2
532393,"Renault","Clio",2022,61,63,"RAC",7e+05,717500,2
532397,"Citroen","C-Elysee",2021,0,11,"YETKILI SATICI",550000,535000,1
532398,"Citroen","C-Elysee",2021,2,54,"YETKILI SATICI",570000,590000,1
532399,"Citroen","C-Elysee",2022,0,16,"FILO",610000,590200,1
532400,"Citroen","C-Elysee",2022,0,34,"FILO",620000,620000,1
532402,"Citroen","C-Elysee",2022,0,29,"FILO",580000,579900,1
532403,"Citroen","C-Elysee",2022,0,20,"FILO",6e+05,589000,1
532404,"Citroen","C-Elysee",2022,1,28,"FILO",590000,588300,1
532405,"Citroen","C-Elysee",2022,0,2,"FILO",605000,601000,1
532441,"Renault","KANGOO EXPRESS",2017,2,94,"FILO",340000,377500,1
532442,"Renault","TRAFIC",2017,7,30,"FILO",380500,374500,3
532447,"Renault","Clio",2023,43,5,"RAC",575000,570500,3
532448,"Citroen","C5 AirCross",2023,1,1,"RAC",1305000,1301500,2
532452,"Opel","Corsa",2023,1,2,"RAC",810000,809500,1
532454,"Opel","Corsa",2023,0,3,"RAC",792000,790000,2
532477,"Opel","INSIGNIA",2015,2,16,"RAC",550000,502500,1
532513,"Peugeot","301",2020,2,14,"RAC",585000,564000,1
532530,"Renault","Taliant",2022,0,4,"YETKILI SATICI",635000,630500,3
532654,"Renault","Clio",2018,274,30,"FILO",727000,737000,1
532655,"Renault","Clio",2018,322,3,"FILO",710000,710000,3
532656,"Renault","Clio",2018,217,10,"FILO",717000,0,2
532657,"Renault","Clio",2018,137,10,"FILO",739000,735000,1
532658,"Renault","Clio",2018,162,8,"FILO",717000,720000,1
532659,"Renault","Clio",2018,142,9,"FILO",620000,620000,4
532660,"Renault","Clio",2018,191,30,"FILO",738000,744500,1
532661,"Renault","Clio",2018,502,4,"FILO",635000,623600,4
532662,"Renault","Clio",2018,265,3,"FILO",738000,0,3
532663,"Renault","Clio",2018,210,49,"FILO",692075,692100,2
532665,"Renault","Clio",2018,138,22,"FILO",727000,732000,1
532666,"Renault","Clio",2018,146,10,"FILO",625100,630000,2
532667,"Renault","Clio",2018,155,104,"FILO",674000,743000,1
532669,"Renault","Clio",2018,329,3,"FILO",670000,0,4
532671,"Renault","Clio",2018,104,6,"FILO",706000,708500,1
532672,"Opel","Astra",2017,145,5,"FILO",630000,0,4
532676,"Opel","Mokka",2022,74,10,"RAC",1115000,1134000,1
532677,"Opel","Mokka",2022,85,40,"RAC",1120000,1156000,1
532679,"Renault","Clio",2022,72,3,"RAC",7e+05,741000,1
532682,"Renault","Clio",2022,9,32,"RAC",585000,596500,1
532690,"Renault","Clio",2022,92,5,"RAC",735000,716000,2
532694,"Opel","Crossland",2022,42,4,"RAC",880000,921000,1
532713,"Renault","Clio",2018,5,4,"RAC",555000,556500,1
532714,"Renault","Megane",2018,92,93,"RAC",650000,690500,3
532715,"Peugeot","301",2019,7,8,"RAC",470000,470100,2
532717,"Renault","Megane",2020,134,7,"RAC",785000,785500,4
532720,"Peugeot","3008",2019,63,16,"RAC",1e+06,1e+06,3
532725,"Opel","Astra",2020,22,0,"RAC",710000,710000,3
532726,"Renault","Megane",2020,2,5,"RAC",725000,725000,1
532729,"Peugeot","301",2020,4,11,"RAC",485000,486100,2
532736,"Renault","Megane",2020,52,7,"RAC",825000,0,3
532737,"Renault","Clio",2020,118,24,"RAC",6e+05,601000,4
532739,"Renault","Megane",2018,44,42,"RAC",650000,662000,3
532742,"Renault","Megane",2020,18,7,"RAC",705000,705000,3
532744,"Renault","Megane",2018,78,39,"RAC",697000,712000,4
532747,"Renault","Megane",2018,124,136,"RAC",650000,707500,4
532752,"Citroen","C-Elysee",2019,69,14,"RAC",475000,475000,4
532755,"Renault","Megane",2020,76,9,"RAC",7e+05,701000,3
532756,"Peugeot","208",2020,143,10,"RAC",5e+05,5e+05,4
532758,"Renault","Megane",2020,33,52,"RAC",7e+05,719000,3
532759,"Renault","Megane",2020,5,4,"RAC",802000,802000,2
532763,"Peugeot","3008",2019,74,5,"RAC",995000,995500,3
532764,"Citroen","C5 AirCross",2019,34,71,"RAC",905000,936000,2
532765,"Renault","Megane",2020,118,9,"RAC",715000,715000,4
532766,"Opel","Grandland X",2020,51,7,"RAC",870000,870500,3
532768,"Citroen","C5 AirCross",2020,27,4,"RAC",940000,940000,2
532769,"Renault","Symbol",2020,58,22,"RAC",485000,485000,4
532771,"Renault","Clio",2020,0,10,"RAC",655000,655500,1
532773,"Peugeot","301",2020,3,45,"RAC",502000,516000,1
532774,"Peugeot","2008",2020,25,125,"RAC",875000,935000,3
532782,"Peugeot","208",2020,39,16,"RAC",555000,555000,3
532803,"Opel","Corsa",2023,0,3,"RAC",810000,809000,1
532804,"Opel","Corsa",2023,1,2,"RAC",810000,809000,1
532809,"Renault","Clio",2023,3,1,"RAC",874000,873000,1
532812,"Renault","Clio",2023,1,3,"RAC",8e+05,799500,1
532813,"Renault","Captur",2023,18,6,"RAC",1040000,1040000,4
532814,"Citroen","C3 AirCross",2023,0,0,"RAC",857500,857500,3
532840,"Opel","Crossland",2022,0,10,"YETKILI SATICI",960000,944500,1
532857,"Renault","Clio",2022,1,3,"YETKILI SATICI",725000,710500,1
532859,"Renault","Clio",2022,1,2,"YETKILI SATICI",725000,7e+05,3
532860,"Renault","Clio",2022,0,3,"YETKILI SATICI",725000,7e+05,2
532862,"Renault","Clio",2022,0,5,"YETKILI SATICI",725000,7e+05,2
532874,"Renault","Clio",2022,0,4,"RAC",725000,699000,1
532877,"Renault","Megane",2022,0,1,"YETKILI SATICI",875000,858500,1
532880,"Renault","Megane",2022,0,8,"YETKILI SATICI",875000,860500,1
532883,"Renault","Taliant",2022,0,30,"YETKILI SATICI",635000,640500,1
532884,"Renault","Taliant",2022,0,8,"YETKILI SATICI",635000,630500,1
532885,"Renault","Taliant",2022,0,4,"YETKILI SATICI",635000,620700,1
532886,"Renault","Taliant",2022,1,19,"YETKILI SATICI",635000,635000,1
532887,"Renault","Taliant",2022,1,15,"YETKILI SATICI",635000,632500,1
532890,"Renault","ZOE",2022,11,6,"YETKILI SATICI",925000,914500,3
533012,"Renault","Megane",2021,0,8,"RAC",1e+06,992300,1
533035,"Renault","Clio",2019,57,30,"RAC",442000,425100,4
533036,"Renault","Clio",2019,4,5,"RAC",465000,449100,1
533037,"Renault","Clio",2019,0,2,"RAC",490000,474500,1
533038,"Renault","Clio",2019,1,8,"RAC",495000,480000,1
533039,"Renault","Clio",2019,9,1,"RAC",460000,441000,1
533040,"Renault","Clio",2019,6,30,"RAC",462000,0,3
533079,"Peugeot","2008",2022,137,7,"RAC",1125000,1121000,1
533080,"Renault","Clio",2022,59,8,"RAC",730000,730000,1
533107,"Renault","Megane",2020,44,39,"FILO",920000,903600,4
533108,"Renault","Megane",2020,18,26,"FILO",918000,894400,4
533121,"Renault","Clio",2019,191,8,"RAC",525000,0,4
533136,"Renault","Clio",2022,0,4,"RAC",712000,709500,1
533140,"Peugeot","3008",2023,5,4,"RAC",1395000,1394000,2
533142,"Opel","Corsa",2023,0,2,"RAC",802000,8e+05,1
533143,"Opel","Corsa",2023,0,19,"RAC",802000,807500,1
533145,"Citroen","C5 AirCross",2023,2,1,"RAC",1305000,1305000,3
533146,"Renault","Clio",2023,46,8,"RAC",832500,830000,4
533147,"Peugeot","RIFTER",2023,422,15,"RAC",780500,780900,4
533155,"Renault","Megane",2020,67,1,"FILO",805000,0,4
533156,"Renault","Megane",2021,314,9,"RAC",732000,732000,4
533166,"Opel","Astra",2019,0,19,"RAC",675000,646600,1
533167,"Opel","Astra",2019,0,9,"RAC",650000,624100,1
533168,"Opel","Astra",2019,2,14,"RAC",7e+05,669100,1
533175,"Renault","CLIO SYMBOL",2003,69,14,"UYE",250000,234100,4
533193,"Renault","Symbol",2020,0,13,"RAC",5e+05,495000,2
533268,"Renault","TRAFIC",2018,6,131,"FILO",NA,414000,1
533288,"Renault","Megane",2018,14,9,"YETKILI SATICI",770000,770000,1
533298,"Renault","Clio",2023,2,3,"RAC",662000,661200,3
533299,"Renault","Clio",2023,0,0,"RAC",662500,0,3
533306,"Opel","Corsa",2023,1,0,"RAC",810000,0,2
533317,"Renault","Taliant",2022,61,15,"RAC",665000,666500,2
533318,"Peugeot","2008",2022,55,4,"RAC",1165000,0,2
533322,"Renault","Clio",2022,50,6,"RAC",598000,598500,2
533335,"Renault","Clio",2018,118,11,"RAC",450000,445000,4
533426,"Opel","CORSA",2017,7,1,"RAC",631000,624700,1
533484,"Renault","Megane",2020,29,21,"FILO",947000,935300,3
533485,"Renault","Megane",2020,48,2,"FILO",910000,897000,2
533491,"Renault","Megane",2020,8,5,"FILO",950000,926000,1
533492,"Renault","Megane",2020,5,4,"FILO",840000,815500,1
533694,"Opel","Crossland",2022,22,10,"RAC",930000,960500,1
533695,"Renault","Taliant",2022,13,6,"RAC",675000,675500,1
533696,"Renault","Taliant",2022,34,8,"RAC",680000,671500,1
533704,"Renault","Clio",2019,65,35,"RAC",435000,444000,4
533705,"Renault","Clio",2019,70,28,"RAC",435000,442000,4
533706,"Renault","Clio",2019,62,8,"RAC",470000,0,4
533707,"Renault","Clio",2019,77,34,"RAC",440000,460400,4
533708,"Renault","Clio",2019,65,12,"RAC",475000,0,4
533709,"Renault","Clio",2019,62,10,"RAC",485000,0,4
533710,"Renault","Clio",2019,7,21,"RAC",470000,448000,1
533711,"Renault","Clio",2019,2,1,"RAC",470000,453000,1
533712,"Renault","Clio",2019,0,3,"RAC",470000,455000,1
533713,"Renault","Clio",2019,62,5,"RAC",490000,0,4
533739,"Peugeot","2008",2020,5,51,"RAC",874000,896000,2
533751,"Renault","Megane",2021,9,7,"RAC",787000,787000,2
533757,"Renault","Megane",2021,1,4,"RAC",801000,801000,1
533783,"Renault","Clio",2019,22,28,"RAC",485000,458000,3
533784,"Renault","Clio",2019,39,12,"RAC",445000,435000,4
533785,"Renault","Clio",2019,28,15,"RAC",455000,436100,4
533786,"Renault","Clio",2019,68,25,"RAC",465000,461500,4
533787,"Renault","Clio",2019,26,7,"RAC",465000,0,4
533812,"Renault","Megane",2021,307,7,"RAC",802000,802000,3
533910,"Citroen","C-Elysee",2021,27,2,"RAC",570000,548100,2
533920,"Peugeot","2008",2020,102,13,"RAC",1050000,1019300,4
533933,"Renault","Clio",2023,1,7,"RAC",608000,603000,1
533934,"Renault","Clio",2023,3,4,"RAC",757500,755000,2
533935,"Renault","Clio",2023,59,10,"RAC",672500,671000,3
533936,"Renault","Clio",2023,0,3,"RAC",757500,757100,1
533937,"Renault","Clio",2023,2,5,"RAC",757500,757000,1
533941,"Opel","Mokka",2023,33,10,"RAC",1050000,1049000,3
533942,"Peugeot","Rifter",2023,202,0,"RAC",9e+05,0,4
533970,"Renault","Megane",2021,235,11,"RAC",806000,806000,4
533988,"Renault","SYMBOL",2011,35,9,"FILO",325000,318500,2
533991,"Renault","Symbol",2011,201,21,"FILO",310000,0,4
533993,"Renault","SYMBOL",2011,155,14,"FILO",353000,322500,3
533995,"Renault","SYMBOL",2010,284,27,"FILO",332000,320000,4
533996,"Renault","SYMBOL",2010,30,13,"FILO",303000,296000,2
534108,"Citroen","BERLINGO",2017,137,15,"YETKILI SATICI",542000,511000,4
534110,"Citroen","BERLINGO",2017,172,7,"YETKILI SATICI",53271,515500,4
534115,"Citroen","BERLINGO",2017,260,6,"YETKILI SATICI",523364,508500,4
534148,"Renault","Clio",2019,121,7,"YETKILI SATICI",506000,506000,3
534151,"Citroen","Berlingo",2017,175,10,"YETKILI SATICI",610000,5e+05,4
534152,"Citroen","BERLINGO",2017,76,16,"YETKILI SATICI",520000,503000,3
534153,"Citroen","BERLINGO",2017,171,8,"YETKILI SATICI",495327,0,4
534154,"Citroen","BERLINGO",2017,45,3,"YETKILI SATICI",530000,519500,1
534180,"Peugeot","3008",2023,288,0,"RAC",1330000,1330000,3
534183,"Renault","Clio",2023,3,0,"RAC",617500,617500,2
534184,"Renault","Clio",2023,2,4,"RAC",657500,657000,1
534186,"Renault","Clio",2023,5,0,"RAC",657500,0,2
534189,"Opel","Corsa",2023,345,5,"RAC",806000,805000,3
534190,"Opel","Corsa",2023,38,4,"RAC",805000,804600,3
534191,"Opel","Corsa",2023,6,1,"RAC",772000,770000,1
534192,"Opel","Corsa",2023,28,2,"RAC",795000,791500,3
534194,"Renault","Clio",2023,6,3,"RAC",607500,607500,1
534211,"Renault","Clio",2018,4,20,"RAC",450000,454000,1
534265,"Peugeot","3008",2019,92,13,"FILO",1040000,1035000,2
534266,"Peugeot","3008",2019,67,4,"FILO",1090000,1082000,1
534269,"Peugeot","3008",2019,40,9,"FILO",1085000,1047100,1
534277,"Peugeot","5008",2020,11,10,"FILO",1375000,1336100,1
534413,"Peugeot","PARTNER",2011,180,0,"YETKILI SATICI",4e+05,4e+05,1
534415,"Renault","Taliant",2022,34,13,"RAC",660000,659100,2
534423,"Opel","Crossland",2022,29,17,"RAC",935000,939000,1
534431,"Citroen","C-Elysee",2022,24,22,"RAC",660000,667000,1
534432,"Opel","Crossland",2022,33,16,"RAC",940000,940000,1
534433,"Opel","Mokka",2022,36,6,"RAC",1100000,1063000,1
534436,"Opel","Mokka",2021,19,9,"RAC",1040000,1029500,1
534437,"Opel","Mokka",2022,96,1,"RAC",1075000,1065500,3
534440,"Citroen","C-Elysee",2022,27,1,"RAC",640000,612000,2
534448,"Renault","Taliant",2022,26,17,"RAC",695000,682500,1
534460,"Citroen","C-Elysee",2020,0,15,"RAC",560000,550000,1
534463,"Peugeot","308",2020,38,15,"RAC",780000,770100,4
534467,"Peugeot","508",2018,23,4,"RAC",830000,825000,1
534468,"Peugeot","508",2016,78,41,"RAC",625000,0,2
534469,"Peugeot","508",2020,31,1,"RAC",9e+05,870000,1
534470,"Peugeot","508",2018,98,104,"RAC",675000,710500,3
534471,"Peugeot","508",2018,12,1,"RAC",7e+05,690000,1
534472,"Peugeot","508",2017,10,1,"RAC",585000,575500,1
534475,"Peugeot","508",2018,272,31,"RAC",670000,0,4
534476,"Peugeot","508",2017,68,3,"RAC",7e+05,645000,2
534477,"Peugeot","508",2018,38,3,"RAC",830000,820200,1
534479,"Peugeot","508",2017,43,3,"RAC",7e+05,631000,1
534480,"Peugeot","508",2017,56,2,"RAC",635000,629300,2
534481,"Peugeot","508",2018,84,1,"RAC",715000,0,3
534485,"Peugeot","508",2017,188,2,"RAC",620000,0,4
534486,"Peugeot","508",2018,49,4,"RAC",835000,829000,1
534487,"Peugeot","508",2017,33,10,"RAC",780000,770700,1
534488,"Peugeot","508",2018,21,5,"RAC",860000,855000,1
534500,"Peugeot","508",2017,40,0,"RAC",620000,595000,1
534501,"Peugeot","508",2020,141,8,"RAC",930000,920000,4
534502,"Peugeot","508",2018,61,12,"RAC",850000,844200,1
534503,"Peugeot","508",2017,14,1,"RAC",680000,670000,1
534504,"Peugeot","508",2017,112,28,"RAC",650000,650600,3
534505,"Peugeot","508",2018,251,43,"RAC",910000,0,3
534506,"Peugeot","508",2017,59,6,"RAC",635000,0,2
534507,"Peugeot","508",2020,117,12,"RAC",9e+05,895000,4
534508,"Peugeot","508",2017,135,38,"RAC",640000,0,3
534509,"Peugeot","508",2017,55,61,"RAC",635000,631600,2
534515,"Opel","Corsa",2022,53,5,"RAC",790000,788700,2
534516,"Renault","Megane",2020,52,6,"RAC",810000,776200,2
534524,"Peugeot","508",2018,23,1,"RAC",720000,710000,1
534525,"Peugeot","508",2017,51,229,"RAC",615000,629800,2
534527,"Peugeot","508",2018,31,103,"RAC",780000,823000,1
534528,"Peugeot","508",2018,12,5,"RAC",7e+05,690000,1
534543,"Peugeot","508",2017,65,3,"RAC",635000,631000,2
534544,"Peugeot","508",2018,269,11,"RAC",8e+05,0,4
534545,"Peugeot","508",2018,19,1,"RAC",7e+05,690000,1
534546,"Peugeot","508",2016,62,32,"RAC",630000,627900,1
534566,"Renault","Talisman",2020,27,8,"FILO",870000,881000,1
534569,"Renault","Talisman",2020,40,66,"FILO",935000,905500,1
534580,"Renault","Megane",2021,179,3,"FILO",890000,868400,4
534582,"Renault","Megane",2020,74,4,"FILO",755000,741100,2
534584,"Renault","Megane",2020,52,7,"FILO",859000,0,2
534602,"Opel","Mokka",2022,170,37,"RAC",1120000,1136000,1
534603,"Citroen","C3 AirCross",2022,170,90,"RAC",820000,879000,1
534604,"Renault","Clio",2022,21,68,"RAC",690000,614500,1
534630,"Citroen","C3 AirCross",2023,466,2,"RAC",840000,840500,4
534632,"Opel","Crossland",2023,44,4,"RAC",855000,850500,2
534640,"Renault","Clio",2023,19,2,"RAC",645000,644500,1
534642,"Renault","Clio",2023,17,1,"RAC",661000,660500,1
534644,"Renault","Clio",2023,25,5,"RAC",638000,638000,1
534665,"Opel","Corsa",2020,44,5,"RAC",560000,555000,1
534667,"Renault","Megane",2020,25,5,"RAC",730000,728000,1
534696,"Renault","Clio",2018,71,9,"RAC",490000,481000,1
534697,"Renault","CLIO",2016,99,35,"RAC",390000,402500,1
534698,"Renault","Clio",2018,63,30,"RAC",490000,478500,1
534699,"Renault","Megane",2019,50,3,"RAC",780000,758200,1
534700,"Renault","Clio",2018,99,56,"RAC",490000,479000,1
534701,"Renault","Clio",2018,66,56,"RAC",470000,478000,1
534702,"Renault","CLIO",2017,96,82,"RAC",435000,454500,1
534747,"Renault","Clio",2019,247,2,"RAC",537000,537000,2
534792,"Renault","Clio",2020,40,31,"UYE",6e+05,598500,1
534795,"Renault","Megane",2022,150,24,"RAC",870000,0,3
534808,"Peugeot","2008",2022,74,4,"RAC",1115000,1113500,1
534809,"Peugeot","2008",2023,168,2,"RAC",1045000,1044500,4
534810,"Peugeot","2008",2023,38,4,"RAC",1045000,1042000,2
534812,"Peugeot","308",2023,357,3,"RAC",1075000,1072100,3
534813,"Peugeot","408",2023,44,7,"RAC",1355000,1350000,1
534815,"Citroen","C3 AirCross",2023,28,4,"RAC",860000,858000,1
534817,"Citroen","C5 AirCross",2023,53,5,"RAC",1295000,1294500,1
534820,"Renault","Clio",2023,418,16,"RAC",661000,0,3
534827,"Renault","Clio",2023,76,15,"RAC",657500,660000,2
534853,"Citroen","C-ELYSEE",2016,33,14,"UYE",515000,510000,1
534855,"Renault","Symbol",2018,30,8,"UYE",475000,445000,1
534870,"Renault","FLUENCE",2016,60,40,"RAC",575000,0,2
535032,"Renault","Clio",2019,53,10,"RAC",528000,530000,1
535036,"Renault","Clio",2019,47,16,"RAC",520000,522000,1
535038,"Opel","Insignia",2019,247,7,"RAC",863000,863000,4
535039,"Renault","Megane",2019,113,10,"RAC",650000,650000,3
535040,"Renault","Megane",2021,38,33,"RAC",780000,792000,1
535047,"Opel","Crossland",2023,361,0,"RAC",850000,850000,1
535079,"Renault","Clio",2020,25,1,"RAC",640000,631000,1
535080,"Renault","Taliant",2021,29,10,"RAC",540000,530000,2
535137,"Renault","Megane",2020,74,1,"FILO",805000,0,3
535160,"Citroen","C5 AirCross",2023,74,9,"YETKILI SATICI",1450000,1321000,2
535165,"Peugeot","3008",2020,121,53,"RAC",1130000,1166000,3
535169,"Renault","Megane",2020,52,24,"RAC",796000,804500,1
535173,"Renault","Megane",2018,49,16,"YETKILI SATICI",730000,0,2
535184,"Renault","Clio",2019,57,14,"RAC",526000,528500,1
535185,"Renault","Clio",2019,1966,26,"RAC",530000,0,4
535186,"Renault","Clio",2019,50,33,"RAC",508000,521500,1
535217,"Peugeot","2008",2023,203,9,"RAC",1045000,1048500,3
535219,"Renault","Clio",2023,91,1,"RAC",642500,640500,3
535229,"Renault","Clio",2019,79,5,"RAC",474000,0,3
535263,"Opel","ASTRA",2016,100,16,"RAC",598950,0,3
535265,"Renault","Clio",2019,46,12,"RAC",425000,426000,1
535266,"Renault","Clio",2019,42,41,"RAC",415000,430000,1
535267,"Renault","Clio",2019,35,32,"RAC",435000,446000,1
535268,"Renault","Clio",2019,150,15,"RAC",465000,436100,4
535269,"Renault","Clio",2019,148,11,"RAC",475000,0,4
535270,"Renault","Clio",2019,97,13,"RAC",465000,445500,3
535271,"Renault","Clio",2019,34,5,"RAC",445000,441000,1
535274,"Renault","Clio",2019,81,4,"RAC",531000,531000,2
535276,"Renault","Clio",2019,276,7,"RAC",508000,0,4
535277,"Renault","Clio",2019,72,18,"RAC",520000,520000,2
535288,"Renault","Megane",2020,36,24,"RAC",741000,750000,1
535295,"Renault","Clio",2019,68,3,"RAC",6e+05,593100,1
535299,"Peugeot","208",2021,51,110,"FILO",7e+05,741200,2
535306,"Renault","Clio",2019,92,5,"RAC",517000,517000,3
535314,"Renault","Clio",2022,53,6,"RAC",708500,690100,2
535318,"Peugeot","408",2023,12,0,"RAC",1385000,1357100,1
535341,"Renault","Clio",2023,39,1,"RAC",659000,656500,1
535342,"Renault","Clio",2023,40,5,"RAC",550000,531000,1
535343,"Renault","Clio",2023,62,2,"RAC",657500,657500,1
535347,"Citroen","C3 AirCross",2023,36,1,"RAC",860000,858000,1
535349,"Opel","ASTRA",2016,18,26,"RAC",631000,625100,1
535358,"Opel","CORSA",2017,13,11,"RAC",606000,599300,1
535361,"Opel","CORSA",2017,215,39,"RAC",565000,560100,4
535362,"Opel","CORSA",2017,134,71,"RAC",545000,539700,4
535373,"Renault","Clio",2020,71,3,"FILO",506100,605000,3
535375,"Renault","Clio",2020,77,7,"FILO",640000,0,2
535381,"Renault","Clio",2019,61,12,"RAC",490000,490000,2
535386,"Renault","Megane",2020,101,105,"FILO",1e+06,1037000,1
535416,"Citroen","C3",2020,20,1,"FILO",5e+05,499000,1
535536,"Renault","Clio",2019,71,4,"RAC",602000,602200,2
535537,"Renault","Clio",2019,207,11,"RAC",507000,507000,4
535564,"Peugeot","3008",2022,193,10,"RAC",1260000,1261000,3
535566,"Renault","Clio",2019,1124,34,"RAC",578000,0,4
535573,"Opel","Astra",2020,122,18,"FILO",750000,739000,2
535574,"Renault","Clio",2021,145,2,"FILO",675000,664800,1
535575,"Renault","Megane",2019,120,6,"FILO",775000,764500,1
535576,"Renault","Megane",2019,104,5,"FILO",7e+05,682000,1
535609,"Renault","Megane",2021,136,7,"RAC",765000,765000,3
535668,"Renault","Clio",2019,185,10,"RAC",538000,538000,4
535686,"Renault","MEGANE",2017,97,2,"RAC",621300,621300,2
535703,"Renault","Clio",2023,52,2,"RAC",825000,823000,1
535704,"Renault","Clio",2023,65,7,"RAC",825000,824000,1
535705,"Renault","Clio",2023,38,9,"RAC",660000,662500,1
535706,"Renault","Clio",2023,23,1,"RAC",660000,660000,1
535715,"Renault","Megane",2018,46,5,"YETKILI SATICI",710000,708000,2
535718,"Renault","Megane",2019,47,10,"FILO",790000,772800,1
535720,"Renault","Megane",2019,45,13,"FILO",780000,763100,1
535781,"Renault","Clio",2022,21,5,"RAC",560000,548000,1
535782,"Opel","Corsa",2022,77,30,"RAC",725000,832500,2
535783,"Renault","Clio",2022,56,3,"RAC",744000,744000,2
535784,"Renault","Clio",2022,33,13,"RAC",598000,599000,1
535786,"Opel","Corsa",2022,42,28,"RAC",810000,814500,1
535788,"Opel","Corsa",2022,47,24,"RAC",825000,830000,2
535790,"Renault","Taliant",2022,57,33,"RAC",665000,664000,2
